MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	sample_name	cell_count	collection_timestamp	description	ATTRIBUTE_diet_intervention	dna_extracted	elevation	empo_1	empo_2	empo_3	empo_4	env_biome	env_feature	env_material	env_package	geo_loc_name	ATTRIBUTE_host_age	host_age_units	host_body_habitat	host_body_product	host_body_site	host_common_name	host_life_stage	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	katharo_strains	katharoseq_aliquot_volume_ul	katharoseq_batch_information	katharoseq_plate_number	latitude	longitude	ATTRIBUTE_mouse_age	ATTRIBUTE_mouse_gender	mouse_genotype	mouse_id	ATTRIBUTE_mouse_treatment	number_on_plate	physical_specimen_location	physical_specimen_remaining	plate_well	qiita_study_id	sample_handling	ATTRIBUTE_sample_type	scientific_name	ATTRIBUTE_sex	sub_project	ATTRIBUTE_subproject	taxon_id	time_point	title	tube_id	volume	scrub_control	well_id	well_id_96	run	katharoseq_cell_count	katharoseq_strain	genotype	genotype_diet_gender	genotype_treatment	plate	sample_handling.1	submitted_mak_plate	subproject_verbose	genotype_gender_age	genotype_diet	ATTRIBUTE_host_age_numeric	sample_name_original	sample_name_qiita	SampleType_QCMXP	Order	Batch
MSV000093184	14472_3154_6mo_fecal.mzML	animal	biofluid	10095|Mus sp.	2024	feces	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3154	not applicable	female	feces	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	14472.3154.6mo.fecal	MSV000093184_3154	not applicable	UBERON:0001988	not applicable	14472.3154.6mo.fecal	not applicable	2022	fecal sample 14472.3154.6mo.fecal	glycine diet	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	feces	host-associated	USA:CA:San Diego	6	months	uberon:feces	uberon:feces	uberon:feces	mouse	adult	Mus musculus	3154	10090	not specified	g	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	6	female	ctns knockout (cystinosis mouse model)	3154	glycine diet	not specified	UCSDMI	TRUE	not specified	14472	not specified	feces	mouse gut metagenome	female	not specified	not specified	410661	6 months	Mak_cystinosis	363167874		1	G18	D9	2											KO_glycine	6	14472.3154.6mo.fecal	14472.3154.6mo.fecal	unknown	73	1
MSV000093184	14472_3154_6mo_urine.mzML	animal	biofluid	10095|Mus sp.	2024	urine, spot	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3154	not applicable	female	urine	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	14472.3154.6mo.urine	MSV000093184_3154	not applicable	UBERON:0001088	not applicable	14472.3154.6mo.urine	not applicable	2022	urine sample 3154.6mo.urine	glycine diet	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	urban biome	animal-associated habitat	urine	host-associated	USA:CA:San Diego	6	months	uberon:urine	uberon:urine	uberon:urine	mouse	adult	Mus musculus	3154	10090	not specified	g	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	6	female	ctns knockout (cystinosis mouse model)	3154	glycine diet	not specified	UCSDMI	TRUE	not specified	14472	not specified	urine	mouse metagenome	female	not specified	not specified	1441287	6 months	Mak_cystinosis	363167862		1	P12	H6	2											KO_glycine	6	14472.3154.6mo.urine	14472.3154.6mo.urine	unknown	715	1
MSV000093184	14472_3154_9mo_serum.mzML	animal	biofluid	10095|Mus sp.	2024	blood draw, venous	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3154	not applicable	female	blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	14472.3154.9mo.serum	MSV000093184_3154	not applicable	UBERON:0001977	not applicable	14472.3154.9mo.serum	not applicable	2023	serum sample 3154.9mo.serum	glycine diet	FALSE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	urban biome	animal-associated habitat	blood material	host-associated	USA:CA:San Diego	9	months	uberon:blood	uberon:serum	uberon:blood plasma	mouse	adult	Mus musculus	3154	10090	not specified	g	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	9	female	Ctns gene knockout	3154	glycine diet	62	UCSDMI	TRUE	F-8	14472	30 ul frozen at -80 degree C, no additive, for metabolomics	serum	mouse metagenome	female	WT and and Ctns mice treated with Glycine vs control diet for 7 months compared 4 groups of mice, serum sample, WT+Glycine, WT+Vehicle, Ctns+Glycine, Ctns+Vehicle	glycine diet	1441287	9 months	Mak_cytinosis_glycine_diet	363130166	30 ul																9	14472.3154.9mo.serum	14472.3154.9mo.serum	unknown	384	1
MSV000093184	14472_3155_6mo_fecal.mzML	animal	biofluid	10095|Mus sp.	2024	feces	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3155	not applicable	female	feces	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	14472.3155.6mo.fecal	MSV000093184_3155	not applicable	UBERON:0001988	not applicable	14472.3155.6mo.fecal	not applicable	2022	fecal sample 14472.3155.6mo.fecal	glycine diet	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	feces	host-associated	USA:CA:San Diego	6	months	uberon:feces	uberon:feces	uberon:feces	mouse	adult	Mus musculus	3155	10090	not specified	g	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	6	female	ctns knockout (cystinosis mouse model)	3155	glycine diet	not specified	UCSDMI	TRUE	not specified	14472	not specified	feces	mouse gut metagenome	female	not specified	not specified	410661	6 months	Mak_cystinosis	363167891		1	I18	E9	2											KO_glycine	6	14472.3155.6mo.fecal	14472.3155.6mo.fecal	unknown	92	1
MSV000093184	14472_3155_6mo_urine.mzML	animal	biofluid	10095|Mus sp.	2024	urine, spot	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3155	not applicable	female	urine	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	14472.3155.6mo.urine	MSV000093184_3155	not applicable	UBERON:0001088	not applicable	14472.3155.6mo.urine	not applicable	2022	urine sample 3155.6mo.urine	glycine diet	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	urban biome	animal-associated habitat	urine	host-associated	USA:CA:San Diego	6	months	uberon:urine	uberon:urine	uberon:urine	mouse	adult	Mus musculus	3155	10090	not specified	g	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	6	female	ctns knockout (cystinosis mouse model)	3155	glycine diet	not specified	UCSDMI	TRUE	not specified	14472	not specified	urine	mouse metagenome	female	not specified	not specified	1441287	6 months	Mak_cystinosis	363167847		1	B22	A11	2											KO_glycine	6	14472.3155.6mo.urine	14472.3155.6mo.urine	unknown	664	1
MSV000093184	14472_3155_9mo_serum.mzML	animal	biofluid	10095|Mus sp.	2024	blood draw, venous	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3155	not applicable	female	blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	14472.3155.9mo.serum	MSV000093184_3155	not applicable	UBERON:0001977	not applicable	14472.3155.9mo.serum	not applicable	2023	serum sample 3155.9mo.serum	glycine diet	FALSE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	urban biome	animal-associated habitat	blood material	host-associated	USA:CA:San Diego	9	months	uberon:blood	uberon:serum	uberon:blood plasma	mouse	adult	Mus musculus	3155	10090	not specified	g	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	9	female	Ctns gene knockout	3155	glycine diet	63	UCSDMI	TRUE	G-8	14472	30 ul frozen at -80 degree C, no additive, for metabolomics	serum	mouse metagenome	female	WT and and Ctns mice treated with Glycine vs control diet for 7 months compared 4 groups of mice, serum sample, WT+Glycine, WT+Vehicle, Ctns+Glycine, Ctns+Vehicle	glycine diet	1441287	9 months	Mak_cytinosis_glycine_diet	363130167	30 ul																9	14472.3155.9mo.serum	14472.3155.9mo.serum	unknown	400	1
MSV000093184	14472_3156_6mo_urine.mzML	animal	biofluid	10095|Mus sp.	2024	urine, spot	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3156	not applicable	female	urine	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	14472.3156.6mo.urine	MSV000093184_3156	not applicable	UBERON:0001088	not applicable	14472.3156.6mo.urine	not applicable	2022	urine sample 3156.6mo.urine	glycine diet	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	urban biome	animal-associated habitat	urine	host-associated	USA:CA:San Diego	6	months	uberon:urine	uberon:urine	uberon:urine	mouse	adult	Mus musculus	3156	10090	not specified	g	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	6	female	ctns knockout (cystinosis mouse model)	3156	glycine diet	not specified	UCSDMI	TRUE	not specified	14472	not specified	urine	mouse metagenome	female	not specified	not specified	1441287	6 months	Mak_cystinosis	363167857		1	D22	B11	2											KO_glycine	6	14472.3156.6mo.urine	14472.3156.6mo.urine	unknown	660	1
MSV000093184	14472_3156_9mo_serum.mzML	animal	biofluid	10095|Mus sp.	2024	blood draw, venous	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3156	not applicable	female	blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	14472.3156.9mo.serum	MSV000093184_3156	not applicable	UBERON:0001977	not applicable	14472.3156.9mo.serum	not applicable	2023	serum sample 3156.9mo.serum	glycine diet	FALSE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	urban biome	animal-associated habitat	blood material	host-associated	USA:CA:San Diego	9	months	uberon:blood	uberon:serum	uberon:blood plasma	mouse	adult	Mus musculus	3156	10090	not specified	g	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	9	female	Ctns gene knockout	3156	glycine diet	64	UCSDMI	TRUE	H-8	14472	30 ul frozen at -80 degree C, no additive, for metabolomics	serum	mouse metagenome	female	WT and and Ctns mice treated with Glycine vs control diet for 7 months compared 4 groups of mice, serum sample, WT+Glycine, WT+Vehicle, Ctns+Glycine, Ctns+Vehicle	glycine diet	1441287	9 months	Mak_cytinosis_glycine_diet	363130168	30 ul																9	14472.3156.9mo.serum	14472.3156.9mo.serum	unknown	346	1
MSV000093184	14472_3157_6mo_fecal.mzML	animal	biofluid	10095|Mus sp.	2024	feces	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3157	not applicable	female	feces	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	14472.3157.6mo.fecal	MSV000093184_3157	not applicable	UBERON:0001988	not applicable	14472.3157.6mo.fecal	not applicable	2022	fecal sample 14472.3157.6mo.fecal	glycine diet	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	feces	host-associated	USA:CA:San Diego	6	months	uberon:feces	uberon:feces	uberon:feces	mouse	adult	Mus musculus	3157	10090	not specified	g	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	6	female	ctns knockout (cystinosis mouse model)	3157	glycine diet	not specified	UCSDMI	TRUE	not specified	14472	not specified	feces	mouse gut metagenome	female	not specified	not specified	410661	6 months	Mak_cystinosis	363167892		1	K18	F9	2											KO_glycine	6	14472.3157.6mo.fecal	14472.3157.6mo.fecal	Unknown	16	1
MSV000093184	14472_3157_6mo_urine.mzML	animal	biofluid	10095|Mus sp.	2024	urine, spot	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3157	not applicable	female	urine	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	14472.3157.6mo.urine	MSV000093184_3157	not applicable	UBERON:0001088	not applicable	14472.3157.6mo.urine	not applicable	2022	urine sample 3157.6mo.urine	glycine diet	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	urban biome	animal-associated habitat	urine	host-associated	USA:CA:San Diego	6	months	uberon:urine	uberon:urine	uberon:urine	mouse	adult	Mus musculus	3157	10090	not specified	g	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	6	female	ctns knockout (cystinosis mouse model)	3157	glycine diet	not specified	UCSDMI	TRUE	not specified	14472	not specified	urine	mouse metagenome	female	not specified	not specified	1441287	6 months	Mak_cystinosis	363167858		1	F22	C11	2											KO_glycine	6	14472.3157.6mo.urine	14472.3157.6mo.urine	unknown	693	1
MSV000093184	14472_3157_9mo_serum.mzML	animal	biofluid	10095|Mus sp.	2024	blood draw, venous	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3157	not applicable	female	blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	14472.3157.9mo.serum	MSV000093184_3157	not applicable	UBERON:0001977	not applicable	14472.3157.9mo.serum	not applicable	2023	serum sample 3157.9mo.serum	glycine diet	FALSE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	urban biome	animal-associated habitat	blood material	host-associated	USA:CA:San Diego	9	months	uberon:blood	uberon:serum	uberon:blood plasma	mouse	adult	Mus musculus	3157	10090	not specified	g	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	9	female	Ctns gene knockout	3157	glycine diet	65	UCSDMI	TRUE	A-9	14472	30 ul frozen at -80 degree C, no additive, for metabolomics	serum	mouse metagenome	female	WT and and Ctns mice treated with Glycine vs control diet for 7 months compared 4 groups of mice, serum sample, WT+Glycine, WT+Vehicle, Ctns+Glycine, Ctns+Vehicle	glycine diet	1441287	9 months	Mak_cytinosis_glycine_diet	363130169	30 ul																9	14472.3157.9mo.serum	14472.3157.9mo.serum	unknown	352	1
MSV000093184	14472_3158_6mo_fecal.mzML	animal	biofluid	10095|Mus sp.	2024	feces	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3158	not applicable	female	feces	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	14472.3158.6mo.fecal	MSV000093184_3158	not applicable	UBERON:0001988	not applicable	14472.3158.6mo.fecal	not applicable	2022	fecal sample 14472.3158.6mo.fecal	glycine diet	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	feces	host-associated	USA:CA:San Diego	6	months	uberon:feces	uberon:feces	uberon:feces	mouse	adult	Mus musculus	3158	10090	not specified	g	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	6	female	ctns knockout (cystinosis mouse model)	3158	glycine diet	not specified	UCSDMI	TRUE	not specified	14472	not specified	feces	mouse gut metagenome	female	not specified	not specified	410661	6 months	Mak_cystinosis	363167893		1	M18	G9	2											KO_glycine	6	14472.3158.6mo.fecal	14472.3158.6mo.fecal	unknown	61	1
MSV000093184	14472_3158_6mo_urine.mzML	animal	biofluid	10095|Mus sp.	2024	urine, spot	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3158	not applicable	female	urine	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	14472.3158.6mo.urine	MSV000093184_3158	not applicable	UBERON:0001088	not applicable	14472.3158.6mo.urine	not applicable	2022	urine sample 3158.6mo.urine	glycine diet	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	urban biome	animal-associated habitat	urine	host-associated	USA:CA:San Diego	6	months	uberon:urine	uberon:urine	uberon:urine	mouse	adult	Mus musculus	3158	10090	not specified	g	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	6	female	ctns knockout (cystinosis mouse model)	3158	glycine diet	not specified	UCSDMI	TRUE	not specified	14472	not specified	urine	mouse metagenome	female	not specified	not specified	1441287	6 months	Mak_cystinosis	363167859		1	H22	D11	2											KO_glycine	6	14472.3158.6mo.urine	14472.3158.6mo.urine	unknown	653	1
MSV000093184	14472_3158_9mo_serum.mzML	animal	biofluid	10095|Mus sp.	2024	blood draw, venous	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3158	not applicable	female	blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	14472.3158.9mo.serum	MSV000093184_3158	not applicable	UBERON:0001977	not applicable	14472.3158.9mo.serum	not applicable	2023	serum sample 3158.9mo.serum	glycine diet	FALSE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	urban biome	animal-associated habitat	blood material	host-associated	USA:CA:San Diego	9	months	uberon:blood	uberon:serum	uberon:blood plasma	mouse	adult	Mus musculus	3158	10090	not specified	g	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	9	female	Ctns gene knockout	3158	glycine diet	66	UCSDMI	TRUE	B-9	14472	30 ul frozen at -80 degree C, no additive, for metabolomics	serum	mouse metagenome	female	WT and and Ctns mice treated with Glycine vs control diet for 7 months compared 4 groups of mice, serum sample, WT+Glycine, WT+Vehicle, Ctns+Glycine, Ctns+Vehicle	glycine diet	1441287	9 months	Mak_cytinosis_glycine_diet	363130170	30 ul																9	14472.3158.9mo.serum	14472.3158.9mo.serum	unknown	394	1
